date,category,title,amount
2023-06-28,transporte,Big Contagem,10.00
2023-06-27,transporte,Uber *Uber *Trip,5.12
2023-06-26,restaurante,Bar do Sabao,51.30
2023-06-24,supermercado,Manos Beer,42.00
2023-06-24,transporte,Posto Cruzeiro do Sul,30.00
2023-06-23,supermercado,Supermercado Super Lun,8.97
2023-06-22,supermercado,Padaria Pao Divino,10.00
2023-06-21,supermercado,Padaria Pao Divino,10.00
2023-06-21,transporte,Posto Cruzeiro do Sul,30.00
2023-06-20,transporte,Uber *Uber *Trip,5.56
2023-06-18,serviços,Pag*Silmarareisdasilv,25.00
2023-06-18,casa,Ana Maraisa da Silva P,67.50
2023-06-17,supermercado,Padaria Pao Divino,8.50
2023-06-17,transporte,Uber *Uber *Trip,5.82
2023-06-16,transporte,Uber *Uber *Trip,5.42
2023-06-16,charge,Welton machado nascimento ,10.34
2023-06-16,charge,Nicolas Nogueira Pedrosa,31.00
2023-06-15,supermercado,Padaria Pao Divino,9.29
2023-06-14,transporte,Posto Cruzeiro do Sul,26.00
2023-06-14,transporte,Uber *Uber *Trip,7.50
2023-06-13,transporte,Uber *Uber *Trip,7.37
2023-06-13,transporte,Uber *Uber *Trip,6.58
2023-06-10,transporte,Uber *Uber *Trip,5.60
2023-06-10,transporte,Uber *Uber *Trip,5.69
2023-06-08,transporte,Uber *Uber *Trip,7.37
2023-06-08,restaurante,Pizzaiolo Cidade Nova,22.73
2023-06-08,transporte,Uber *Uber *Trip,6.38
2023-06-07,transporte,Uber *Uber *Trip,4.84
2023-06-07,charge,Lucas Gabriel Alves da Silva,52.46
2023-06-07,charge,NILZA APARECIDA MARTINS DE JESUS,14.64
2023-06-07,casa,Pag*Mepayfinancial,5.00
2023-06-07,transporte,Uber *Uber *Trip,5.33
2023-06-06,transporte,Uber *Uber *Trip,6.29
2023-06-06,transporte,Uber *Uber *Trip,19.92
2023-06-05,transporte,Uber *Uber *Trip,8.69
2023-06-04,restaurante,Mp Paga*Ancho Catering,28.00
2023-06-04,transporte,Leo Gas,107.00
2023-06-04,transporte,Uber *Trip Help.Uber.C,5.87
2023-06-03,supermercado,Padaria Pao Divino,29.63
2023-06-01,transporte,Uber *Trip Help.Uber.C,8.94
2023-06-01,payment,Pagamento recebido,-898.04
2023-05-31,serviços,Cartola Pro 4/4,12.47
